Unnamed: 0,Team,Opponent,Venue,ForAgainst,Red_Cards,Corner_Kicks,Fouls_Commited,Yellow_Cards,Shots,Goal_Kicks,Throw_Ins,Tackles,First_Half_Yellow_Cards,SoT,Offsides,Round,Season
7,AEK Athens,Aris Thessaloniki,Away,Against,0,0,14,3,7,7,18,11,2,4,1,Gameweek 26,2024
8,OFI Crete,Panathinaikos,Home,For,0,1,16,6,8,7,16,18,2,4,0,Gameweek 26,2024
9,OFI Crete,Panathinaikos,Home,Against,0,4,18,3,13,7,21,8,2,5,0,Gameweek 26,2024
10,Panathinaikos,OFI Crete,Away,For,0,4,18,3,13,7,21,8,2,5,0,Gameweek 26,2024
11,Panathinaikos,OFI Crete,Away,Against,0,1,16,6,8,7,16,18,2,4,0,Gameweek 26,2024
12,Olympiacos FC,Volos NFC,Home,For,0,9,22,3,28,6,13,20,0,14,0,Gameweek 26,2024
13,Olympiacos FC,Volos NFC,Home,Against,1,0,8,2,3,16,12,8,1,0,0,Gameweek 26,2024
14,Volos NFC,Olympiacos FC,Away,For,1,0,8,2,3,16,12,8,1,0,0,Gameweek 26,2024
15,Volos NFC,Olympiacos FC,Away,Against,0,9,22,3,28,6,13,20,0,14,0,Gameweek 26,2024
16,Panserraikos,Asteras Tripolis,Home,For,0,5,19,5,13,7,21,12,0,6,3,Gameweek 26,2024
17,Panserraikos,Asteras Tripolis,Home,Against,1,5,13,4,5,6,10,14,1,2,0,Gameweek 26,2024
18,Asteras Tripolis,Panserraikos,Away,For,1,5,13,4,5,6,10,14,1,2,0,Gameweek 26,2024
19,Asteras Tripolis,Panserraikos,Away,Against,0,5,19,5,13,7,21,12,0,6,3,Gameweek 26,2024
20,PAS Giannina,Atromitos Athens,Home,For,0,8,17,1,17,6,31,8,0,3,1,Gameweek 26,2024
21,PAS Giannina,Atromitos Athens,Home,Against,1,2,14,1,8,10,28,15,1,2,1,Gameweek 26,2024
22,Atromitos Athens,PAS Giannina,Away,For,1,2,14,1,8,10,28,15,1,2,1,Gameweek 26,2024
23,Atromitos Athens,PAS Giannina,Away,Against,0,8,17,1,17,6,31,8,0,3,1,Gameweek 26,2024
24,PAS Lamia 1964,PAOK,Home,For,0,1,12,2,3,13,11,19,1,2,1,Gameweek 26,2024
25,PAS Lamia 1964,PAOK,Home,Against,0,8,11,2,20,3,19,22,1,7,1,Gameweek 26,2024
26,PAOK,PAS Lamia 1964,Away,For,0,8,11,2,20,3,19,22,1,7,1,Gameweek 26,2024
27,PAOK,PAS Lamia 1964,Away,Against,0,1,12,2,3,13,11,19,1,2,1,Gameweek 26,2024
0,Panetolikos,PAS Giannina,Home,For,0,2,16,1,19,5,19,15,0,7,0,Gameweek 2,2024
1,Panetolikos,PAS Giannina,Home,Against,0,3,19,4,7,7,17,14,1,2,3,Gameweek 2,2024
2,PAS Giannina,Panetolikos,Away,For,0,3,19,4,7,7,17,14,1,2,3,Gameweek 2,2024
3,PAS Giannina,Panetolikos,Away,Against,0,2,16,1,19,5,19,15,0,7,0,Gameweek 2,2024
4,Asteras Tripolis,OFI Crete,Home,For,0,3,16,1,12,10,8,8,0,4,6,Gameweek 2,2024
5,Asteras Tripolis,OFI Crete,Home,Against,0,4,16,3,17,5,21,5,2,7,3,Gameweek 2,2024
6,OFI Crete,Asteras Tripolis,Away,For,0,4,16,3,17,5,21,5,2,7,3,Gameweek 2,2024
7,OFI Crete,Asteras Tripolis,Away,Against,0,3,16,1,12,10,8,8,0,4,6,Gameweek 2,2024
8,Panathinaikos,Volos NFC,Home,For,0,6,14,1,13,2,17,6,0,8,0,Gameweek 2,2024
9,Panathinaikos,Volos NFC,Home,Against,0,1,18,3,5,4,11,19,0,3,2,Gameweek 2,2024
10,Volos NFC,Panathinaikos,Away,For,0,1,18,3,5,4,11,19,0,3,2,Gameweek 2,2024
11,Volos NFC,Panathinaikos,Away,Against,0,6,14,1,13,2,17,6,0,8,0,Gameweek 2,2024
12,AEK Athens,Panserraikos,Home,For,0,12,6,1,36,5,20,7,1,8,0,Gameweek 2,2024
13,AEK Athens,Panserraikos,Home,Against,0,1,21,6,9,25,16,12,1,4,2,Gameweek 2,2024
14,Panserraikos,AEK Athens,Away,For,0,1,21,6,9,25,16,12,1,4,2,Gameweek 2,2024
15,Panserraikos,AEK Athens,Away,Against,0,12,6,1,36,5,20,7,1,8,0,Gameweek 2,2024
16,PAS Lamia 1964,Aris Thessaloniki,Home,For,1,2,24,4,7,4,16,16,1,3,3,Gameweek 2,2024
17,PAS Lamia 1964,Aris Thessaloniki,Home,Against,0,2,18,4,7,8,23,17,0,4,0,Gameweek 2,2024
18,Aris Thessaloniki,PAS Lamia 1964,Away,For,0,2,18,4,7,8,23,17,0,4,0,Gameweek 2,2024
19,Aris Thessaloniki,PAS Lamia 1964,Away,Against,1,2,24,4,7,4,16,16,1,3,3,Gameweek 2,2024
20,PAOK,A.E. Kifisia FC,Home,For,0,8,12,1,18,5,16,7,0,8,6,Gameweek 2,2024
21,PAOK,A.E. Kifisia FC,Home,Against,0,5,14,5,6,9,16,12,2,1,2,Gameweek 2,2024
22,A.E. Kifisia FC,PAOK,Away,For,0,5,14,5,6,9,16,12,2,1,2,Gameweek 2,2024
23,A.E. Kifisia FC,PAOK,Away,Against,0,8,12,1,18,5,16,7,0,8,6,Gameweek 2,2024
24,Olympiacos FC,Atromitos Athens,Home,For,0,5,9,1,27,2,18,15,0,9,2,Gameweek 2,2024
25,Olympiacos FC,Atromitos Athens,Home,Against,1,2,11,5,3,8,13,16,0,1,0,Gameweek 2,2024
26,Atromitos Athens,Olympiacos FC,Away,For,1,2,11,5,3,8,13,16,0,1,0,Gameweek 2,2024
27,Atromitos Athens,Olympiacos FC,Away,Against,0,5,9,1,27,2,18,15,0,9,2,Gameweek 2,2024
0,A.E. Kifisia FC,Atromitos Athens,Home,For,0,5,14,3,12,8,20,10,1,5,0,Gameweek 3,2024
1,A.E. Kifisia FC,Atromitos Athens,Home,Against,1,5,12,1,13,4,22,16,1,8,1,Gameweek 3,2024
2,Atromitos Athens,A.E. Kifisia FC,Away,For,1,5,12,1,13,4,22,16,1,8,1,Gameweek 3,2024
3,Atromitos Athens,A.E. Kifisia FC,Away,Against,0,5,14,3,12,8,20,10,1,5,0,Gameweek 3,2024
4,Panserraikos,Panetolikos,Home,For,0,4,14,3,15,4,23,21,2,4,3,Gameweek 3,2024
5,Panserraikos,Panetolikos,Home,Against,0,6,16,1,10,10,22,16,1,5,0,Gameweek 3,2024
6,Panetolikos,Panserraikos,Away,For,0,6,16,1,10,10,22,16,1,5,0,Gameweek 3,2024
7,Panetolikos,Panserraikos,Away,Against,0,4,14,3,15,4,23,21,2,4,3,Gameweek 3,2024
8,Aris Thessaloniki,Asteras Tripolis,Home,For,0,3,14,1,10,2,15,14,0,6,3,Gameweek 3,2024
9,Aris Thessaloniki,Asteras Tripolis,Home,Against,0,5,16,3,7,5,13,15,1,4,2,Gameweek 3,2024
10,Asteras Tripolis,Aris Thessaloniki,Away,For,0,5,16,3,7,5,13,15,1,4,2,Gameweek 3,2024
11,Asteras Tripolis,Aris Thessaloniki,Away,Against,0,3,14,1,10,2,15,14,0,6,3,Gameweek 3,2024
12,OFI Crete,PAOK,Home,For,0,1,19,4,9,8,10,13,3,2,3,Gameweek 3,2024
13,OFI Crete,PAOK,Home,Against,0,5,18,5,13,4,18,16,1,3,2,Gameweek 3,2024
14,PAOK,OFI Crete,Away,For,0,5,18,5,13,4,18,16,1,3,2,Gameweek 3,2024
15,PAOK,OFI Crete,Away,Against,0,1,19,4,9,8,10,13,3,2,3,Gameweek 3,2024
16,Olympiacos FC,PAS Lamia 1964,Home,For,0,5,13,2,18,5,20,15,1,8,1,Gameweek 3,2024
17,Olympiacos FC,PAS Lamia 1964,Home,Against,0,2,15,3,7,8,15,20,2,5,2,Gameweek 3,2024
18,PAS Lamia 1964,Olympiacos FC,Away,For,0,2,15,3,7,8,15,20,2,5,2,Gameweek 3,2024
19,PAS Lamia 1964,Olympiacos FC,Away,Against,0,5,13,2,18,5,20,15,1,8,1,Gameweek 3,2024
20,Volos NFC,AEK Athens,Home,For,0,3,22,4,8,6,9,13,2,5,0,Gameweek 3,2024
21,Volos NFC,AEK Athens,Home,Against,1,8,16,1,15,4,20,13,0,8,0,Gameweek 3,2024
22,AEK Athens,Volos NFC,Away,For,1,8,16,1,15,4,20,13,0,8,0,Gameweek 3,2024
23,AEK Athens,Volos NFC,Away,Against,0,3,22,4,8,6,9,13,2,5,0,Gameweek 3,2024
24,PAS Giannina,Panathinaikos,Home,For,0,2,11,6,10,8,13,25,3,3,1,Gameweek 3,2024
25,PAS Giannina,Panathinaikos,Home,Against,0,8,20,2,11,11,20,14,0,2,0,Gameweek 3,2024
26,Panathinaikos,PAS Giannina,Away,For,0,8,20,2,11,11,20,14,0,2,0,Gameweek 3,2024
27,Panathinaikos,PAS Giannina,Away,Against,0,2,11,6,10,8,13,25,3,3,1,Gameweek 3,2024
0,PAS Lamia 1964,OFI Crete,Home,For,0,6,7,1,6,5,24,15,1,1,1,Gameweek 4,2024
1,PAS Lamia 1964,OFI Crete,Home,Against,0,7,15,3,11,5,21,21,1,4,2,Gameweek 4,2024
2,OFI Crete,PAS Lamia 1964,Away,For,0,7,15,3,11,5,21,21,1,4,2,Gameweek 4,2024
3,OFI Crete,PAS Lamia 1964,Away,Against,0,6,7,1,6,5,24,15,1,1,1,Gameweek 4,2024
4,Panetolikos,Panathinaikos,Home,For,0,3,11,2,10,10,11,6,0,3,0,Gameweek 4,2024
5,Panetolikos,Panathinaikos,Home,Against,0,6,13,1,19,7,14,11,0,9,1,Gameweek 4,2024
6,Panathinaikos,Panetolikos,Away,For,0,6,13,1,19,7,14,11,0,9,1,Gameweek 4,2024
7,Panathinaikos,Panetolikos,Away,Against,0,3,11,2,10,10,11,6,0,3,0,Gameweek 4,2024
8,Asteras Tripolis,PAS Giannina,Home,For,0,8,15,2,13,2,22,15,0,6,1,Gameweek 4,2024
9,Asteras Tripolis,PAS Giannina,Home,Against,0,1,13,3,7,10,17,19,1,6,0,Gameweek 4,2024
10,PAS Giannina,Asteras Tripolis,Away,For,0,1,13,3,7,10,17,19,1,6,0,Gameweek 4,2024
11,PAS Giannina,Asteras Tripolis,Away,Against,0,8,15,2,13,2,22,15,0,6,1,Gameweek 4,2024
12,A.E. Kifisia FC,Panserraikos,Home,For,0,3,15,4,20,5,29,6,1,6,2,Gameweek 4,2024
13,A.E. Kifisia FC,Panserraikos,Home,Against,1,3,22,5,8,15,20,20,3,3,4,Gameweek 4,2024
14,Panserraikos,A.E. Kifisia FC,Away,For,1,3,22,5,8,15,20,20,3,3,4,Gameweek 4,2024
15,Panserraikos,A.E. Kifisia FC,Away,Against,0,3,15,4,20,5,29,6,1,6,2,Gameweek 4,2024
16,PAOK,Aris Thessaloniki,Home,For,0,7,17,4,"1    11
9    11
Name: homeValue, dtype: int64",5,20,10,1,3,3,Gameweek 4,2024
17,PAOK,Aris Thessaloniki,Home,Against,0,1,12,3,"1    8
9    8
Name: awayValue, dtype: int64",7,14,18,2,3,2,Gameweek 4,2024
18,Aris Thessaloniki,PAOK,Away,For,0,1,12,3,"1    8
9    8
Name: awayValue, dtype: int64",7,14,18,2,3,2,Gameweek 4,2024
19,Aris Thessaloniki,PAOK,Away,Against,0,7,17,4,"1    11
9    11
Name: homeValue, dtype: int64",5,20,10,1,3,3,Gameweek 4,2024
20,AEK Athens,Olympiacos FC,Home,For,0,5,14,2,10,3,26,12,1,3,0,Gameweek 4,2024
21,AEK Athens,Olympiacos FC,Home,Against,0,5,22,4,9,4,19,15,1,2,2,Gameweek 4,2024
22,Olympiacos FC,AEK Athens,Away,For,0,5,22,4,9,4,19,15,1,2,2,Gameweek 4,2024
23,Olympiacos FC,AEK Athens,Away,Against,0,5,14,2,10,3,26,12,1,3,0,Gameweek 4,2024
24,Atromitos Athens,Volos NFC,Home,For,0,4,16,3,12,12,19,13,1,2,1,Gameweek 4,2024
25,Atromitos Athens,Volos NFC,Home,Against,0,1,20,2,10,9,9,15,1,1,3,Gameweek 4,2024
26,Volos NFC,Atromitos Athens,Away,For,0,1,20,2,10,9,9,15,1,1,3,Gameweek 4,2024
27,Volos NFC,Atromitos Athens,Away,Against,0,4,16,3,12,12,19,13,1,2,1,Gameweek 4,2024
0,OFI Crete,Atromitos Athens,Home,For,0,8,14,3,19,6,12,13,1,5,0,Gameweek 5,2024
1,OFI Crete,Atromitos Athens,Home,Against,0,4,19,4,13,16,9,15,1,4,3,Gameweek 5,2024
2,Atromitos Athens,OFI Crete,Away,For,0,4,19,4,13,16,9,15,1,4,3,Gameweek 5,2024
3,Atromitos Athens,OFI Crete,Away,Against,0,8,14,3,19,6,12,13,1,5,0,Gameweek 5,2024
4,Panserraikos,PAS Lamia 1964,Home,For,0,3,17,1,14,2,22,14,0,7,2,Gameweek 5,2024
5,Panserraikos,PAS Lamia 1964,Home,Against,0,1,20,2,5,9,22,15,0,1,3,Gameweek 5,2024
6,PAS Lamia 1964,Panserraikos,Away,For,0,1,20,2,5,9,22,15,0,1,3,Gameweek 5,2024
7,PAS Lamia 1964,Panserraikos,Away,Against,0,3,17,1,14,2,22,14,0,7,2,Gameweek 5,2024
8,Olympiacos FC,A.E. Kifisia FC,Home,For,0,7,18,1,13,5,16,12,0,7,4,Gameweek 5,2024
9,Olympiacos FC,A.E. Kifisia FC,Home,Against,0,1,13,2,9,8,9,11,1,2,1,Gameweek 5,2024
10,A.E. Kifisia FC,Olympiacos FC,Away,For,0,1,13,2,9,8,9,11,1,2,1,Gameweek 5,2024
11,A.E. Kifisia FC,Olympiacos FC,Away,Against,0,7,18,1,13,5,16,12,0,7,4,Gameweek 5,2024
12,Aris Thessaloniki,Panetolikos,Home,For,0,6,10,0,20,3,17,14,0,7,1,Gameweek 5,2024
13,Aris Thessaloniki,Panetolikos,Home,Against,0,5,8,2,9,11,10,14,0,6,1,Gameweek 5,2024
14,Panetolikos,Aris Thessaloniki,Away,For,0,5,8,2,9,11,10,14,0,6,1,Gameweek 5,2024
15,Panetolikos,Aris Thessaloniki,Away,Against,0,6,10,0,20,3,17,14,0,7,1,Gameweek 5,2024
16,Volos NFC,Asteras Tripolis,Home,For,0,1,18,4,13,10,21,9,2,7,4,Gameweek 5,2024
17,Volos NFC,Asteras Tripolis,Home,Against,0,5,19,3,15,4,17,11,1,6,0,Gameweek 5,2024
18,Asteras Tripolis,Volos NFC,Away,For,0,5,19,3,15,4,17,11,1,6,0,Gameweek 5,2024
19,Asteras Tripolis,Volos NFC,Away,Against,0,1,18,4,13,10,21,9,2,7,4,Gameweek 5,2024
20,PAS Giannina,PAOK,Home,For,0,8,10,4,13,7,23,8,0,4,2,Gameweek 5,2024
21,PAS Giannina,PAOK,Home,Against,0,6,9,2,10,10,20,13,1,4,0,Gameweek 5,2024
22,PAOK,PAS Giannina,Away,For,0,6,9,2,10,10,20,13,1,4,0,Gameweek 5,2024
23,PAOK,PAS Giannina,Away,Against,0,8,10,4,13,7,23,8,0,4,2,Gameweek 5,2024
24,Panathinaikos,AEK Athens,Home,For,0,6,13,3,10,9,28,22,2,4,1,Gameweek 5,2024
25,Panathinaikos,AEK Athens,Home,Against,0,6,21,4,16,7,13,19,2,5,1,Gameweek 5,2024
26,AEK Athens,Panathinaikos,Away,For,0,6,21,4,16,7,13,19,2,5,1,Gameweek 5,2024
27,AEK Athens,Panathinaikos,Away,Against,0,6,13,3,10,9,28,22,2,4,1,Gameweek 5,2024
0,Panetolikos,OFI Crete,Home,For,0,3,8,2,18,13,21,13,0,6,3,Gameweek 6,2024
1,Panetolikos,OFI Crete,Home,Against,0,7,13,2,21,12,18,15,0,9,2,Gameweek 6,2024
2,OFI Crete,Panetolikos,Away,For,0,7,13,2,21,12,18,15,0,9,2,Gameweek 6,2024
3,OFI Crete,Panetolikos,Away,Against,0,3,8,2,18,13,21,13,0,6,3,Gameweek 6,2024
4,A.E. Kifisia FC,PAS Lamia 1964,Home,For,1,5,15,4,21,8,20,14,1,5,0,Gameweek 6,2024
5,A.E. Kifisia FC,PAS Lamia 1964,Home,Against,0,8,12,3,10,11,19,25,2,3,1,Gameweek 6,2024
6,PAS Lamia 1964,A.E. Kifisia FC,Away,For,0,8,12,3,10,11,19,25,2,3,1,Gameweek 6,2024
7,PAS Lamia 1964,A.E. Kifisia FC,Away,Against,1,5,15,4,21,8,20,14,1,5,0,Gameweek 6,2024
8,Olympiacos FC,Aris Thessaloniki,Home,For,0,8,17,2,20,3,20,21,1,6,0,Gameweek 6,2024
9,Olympiacos FC,Aris Thessaloniki,Home,Against,0,1,8,0,7,9,24,19,0,1,1,Gameweek 6,2024
10,Aris Thessaloniki,Olympiacos FC,Away,For,0,1,8,0,7,9,24,19,0,1,1,Gameweek 6,2024
11,Aris Thessaloniki,Olympiacos FC,Away,Against,0,8,17,2,20,3,20,21,1,6,0,Gameweek 6,2024
12,PAOK,Volos NFC,Home,For,0,5,13,0,17,6,21,13,0,10,2,Gameweek 6,2024
13,PAOK,Volos NFC,Home,Against,0,3,12,1,5,10,16,14,1,2,2,Gameweek 6,2024
14,Volos NFC,PAOK,Away,For,0,3,12,1,5,10,16,14,1,2,2,Gameweek 6,2024
15,Volos NFC,PAOK,Away,Against,0,5,13,0,17,6,21,13,0,10,2,Gameweek 6,2024
16,Panserraikos,PAS Giannina,Home,For,0,4,10,5,13,6,23,15,0,5,2,Gameweek 6,2024
17,Panserraikos,PAS Giannina,Home,Against,1,4,12,3,5,7,29,10,1,3,3,Gameweek 6,2024
18,PAS Giannina,Panserraikos,Away,For,1,4,12,3,5,7,29,10,1,3,3,Gameweek 6,2024
19,PAS Giannina,Panserraikos,Away,Against,0,4,10,5,13,6,23,15,0,5,2,Gameweek 6,2024
20,Asteras Tripolis,Panathinaikos,Home,For,0,2,13,3,9,3,19,15,1,4,0,Gameweek 6,2024
21,Asteras Tripolis,Panathinaikos,Home,Against,0,4,8,1,12,7,17,11,0,9,2,Gameweek 6,2024
22,Panathinaikos,Asteras Tripolis,Away,For,0,4,8,1,12,7,17,11,0,9,2,Gameweek 6,2024
23,Panathinaikos,Asteras Tripolis,Away,Against,0,2,13,3,9,3,19,15,1,4,0,Gameweek 6,2024
24,AEK Athens,Atromitos Athens,Home,For,1,6,11,2,21,1,19,15,0,7,2,Gameweek 6,2024
25,AEK Athens,Atromitos Athens,Home,Against,0,1,14,4,6,15,11,15,3,4,2,Gameweek 6,2024
26,Atromitos Athens,AEK Athens,Away,For,0,1,14,4,6,15,11,15,3,4,2,Gameweek 6,2024
27,Atromitos Athens,AEK Athens,Away,Against,1,6,11,2,21,1,19,15,0,7,2,Gameweek 6,2024
0,PAS Lamia 1964,Panetolikos,Home,For,0,2,16,2,7,11,20,20,1,3,3,Gameweek 7,2024
1,PAS Lamia 1964,Panetolikos,Home,Against,0,5,18,4,10,6,26,21,1,1,0,Gameweek 7,2024
2,Panetolikos,PAS Lamia 1964,Away,For,0,5,18,4,10,6,26,21,1,1,0,Gameweek 7,2024
3,Panetolikos,PAS Lamia 1964,Away,Against,0,2,16,2,7,11,20,20,1,3,3,Gameweek 7,2024
4,Aris Thessaloniki,A.E. Kifisia FC,Home,For,0,6,14,2,14,5,10,16,0,7,1,Gameweek 7,2024
5,Aris Thessaloniki,A.E. Kifisia FC,Home,Against,0,3,20,7,14,11,25,19,1,3,0,Gameweek 7,2024
6,A.E. Kifisia FC,Aris Thessaloniki,Away,For,0,3,20,7,14,11,25,19,1,3,0,Gameweek 7,2024
7,A.E. Kifisia FC,Aris Thessaloniki,Away,Against,0,6,14,2,14,5,10,16,0,7,1,Gameweek 7,2024
8,Panathinaikos,PAOK,Home,For,0,7,10,2,24,4,25,18,0,12,2,Gameweek 7,2024
9,Panathinaikos,PAOK,Home,Against,0,2,13,4,6,14,10,17,2,3,1,Gameweek 7,2024
10,PAOK,Panathinaikos,Away,For,0,2,13,4,6,14,10,17,2,3,1,Gameweek 7,2024
11,PAOK,Panathinaikos,Away,Against,0,7,10,2,24,4,25,18,0,12,2,Gameweek 7,2024
12,PAS Giannina,Olympiacos FC,Home,For,0,2,10,3,5,13,17,8,3,0,2,Gameweek 7,2024
13,PAS Giannina,Olympiacos FC,Home,Against,0,6,15,2,26,5,22,10,1,8,1,Gameweek 7,2024
14,Olympiacos FC,PAS Giannina,Away,For,0,6,15,2,26,5,22,10,1,8,1,Gameweek 7,2024
15,Olympiacos FC,PAS Giannina,Away,Against,0,2,10,3,5,13,17,8,3,0,2,Gameweek 7,2024
